step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
12,CASH_IN,109739.04,C1632944574,79803,189542.04,C583568364,425609.35,315870.31,0,0
39,CASH_OUT,101528.01,C1516899663,21521,0,C119522951,245106.39,346634.39,0,0
39,PAYMENT,18928.24,C929842486,408,0,M1078938037,0,0,0,0
37,CASH_OUT,268383.2,C287035237,0,0,C1172042998,1234951.47,1503334.68,0,0
16,PAYMENT,247.76,C1333065194,1502.92,1255.16,M1866897646,0,0,0,0
13,PAYMENT,4364.71,C516662058,0,0,M818093230,0,0,0,0
13,PAYMENT,8564.29,C479334193,582226.81,573662.52,M1432504156,0,0,0,0
20,PAYMENT,18825.24,C1812925202,327288.82,308463.58,M1011315320,0,0,0,0
16,PAYMENT,38226.4,C1689517030,304171.28,265944.88,M18542369,0,0,0,0
19,PAYMENT,4318.74,C1797358769,315323.38,311004.64,M2034910782,0,0,0,0
36,CASH_OUT,26847.92,C608298871,0,0,C140368958,64052.06,90899.98,0,0
42,CASH_IN,209619.66,C605363639,728866.6,938486.26,C342889923,1857208.49,1409135.23,0,0
11,CASH_OUT,137777.47,C526175327,0,0,C1356359366,3709606.2,3847383.67,0,0
42,CASH_OUT,113284.63,C700057359,105812,0,C1523838585,33722.71,147007.34,0,0
19,CASH_OUT,265768.21,C2101372504,321,0,C853646430,0,410101.19,0,0
15,PAYMENT,4279.39,C2051215373,1246311.05,1242031.66,M265041143,0,0,0,0
42,PAYMENT,14959.12,C1625299878,0,0,M1611287404,0,0,0,0
41,TRANSFER,908056.76,C1141772688,402082,0,C2031552296,2049711.79,2967649.11,0,0
45,CASH_OUT,231428.04,C1384001929,0,0,C1308472584,2032283.28,2263711.31,0,0
22,CASH_IN,83840.64,C2001483198,4018006.81,4101847.44,C1345270309,208023.71,124183.07,0,0
46,PAYMENT,18186.59,C972467875,3511,0,M1039024331,0,0,0,0
40,PAYMENT,2252.95,C792228021,134340.37,132087.42,M484021650,0,0,0,0
41,PAYMENT,24691.17,C1796301503,0,0,M695099637,0,0,0,0
34,PAYMENT,4626.95,C1519015814,792352.73,787725.78,M1695683795,0,0,0,0
46,PAYMENT,10238.94,C315031886,0,0,M387864389,0,0,0,0
34,CASH_IN,232097.48,C357729798,1940531.57,2172629.06,C1961219466,963226.54,1459618.34,0,0
17,PAYMENT,5503.08,C1069853559,109,0,M1373386371,0,0,0,0
94,PAYMENT,1479.45,C722935304,117,0,M1658600315,0,0,0,0
41,CASH_OUT,120524.41,C1326536919,6422,0,C1054029040,207143.06,327667.48,0,0
15,CASH_OUT,100905.17,C2101369169,10853,0,C1206199828,80264.27,181169.44,0,0
18,PAYMENT,7020.78,C588722531,0,0,M2139284276,0,0,0,0
44,CASH_OUT,42642.26,C1743446418,52896,10253.74,C1067548978,0,42642.26,0,0
8,PAYMENT,4462.78,C797976923,100116,95653.22,M449366193,0,0,0,0
40,PAYMENT,2758.98,C1415989754,0,0,M212044248,0,0,0,0
43,CASH_IN,8933.71,C1105462815,23930825.8,23939759.51,C1375846888,188885.42,179951.71,0,0
15,TRANSFER,334245.12,C1021534781,13262.71,0,C1353518278,1385307.43,1719552.54,0,0
42,PAYMENT,8791.89,C793644901,0,0,M1648900610,0,0,0,0
10,PAYMENT,15004.03,C865574449,343,0,M993996597,0,0,0,0
42,PAYMENT,17338.44,C324236381,57638,40299.56,M1456868560,0,0,0,0
19,CASH_OUT,193221.1,C201998833,168568,0,C981639728,4572625.22,4765846.31,0,0
14,TRANSFER,238432.84,C262972409,212,0,C697156329,713372.58,1404215.6,0,0
38,PAYMENT,3589.89,C543296080,0,0,M259826337,0,0,0,0
10,CASH_IN,17990.31,C47110701,7944118.56,7962108.87,C869711287,429179.94,484347.01,0,0
38,PAYMENT,20177.69,C932270180,8352,0,M2107619234,0,0,0,0
17,PAYMENT,22794.74,C626850779,76526.65,53731.91,M1606330910,0,0,0,0
40,PAYMENT,18890.85,C1255948441,171361.4,152470.56,M405829090,0,0,0,0
20,CASH_IN,123519.26,C293458596,5648,129167.26,C1834583002,1421317.39,1297798.13,0,0
44,PAYMENT,11826.54,C1024104227,951566,939739.46,M1016163887,0,0,0,0
94,PAYMENT,8036.56,C63527009,103790,95753.44,M242417758,0,0,0,0
36,CASH_IN,137310.46,C375275063,8581521.45,8718831.91,C1468645643,670760.76,533450.31,0,0
42,CASH_OUT,134260.38,C1776437785,0,0,C1156197245,159201.38,293461.76,0,0
18,CASH_OUT,80382.63,C501145571,20176,0,C1391900473,0,80382.63,0,0
20,TRANSFER,1185185.69,C897694532,0,0,C1425850471,2962515.64,4147701.33,0,0
44,PAYMENT,12055.91,C1832597161,8902,0,M1569252333,0,0,0,0
18,PAYMENT,13206.54,C1005429316,101080.86,87874.33,M1000770846,0,0,0,0
9,CASH_OUT,38127.22,C1774507234,1672,0,C1448348248,0,38127.22,0,0
21,PAYMENT,9442.33,C390712147,15041.1,5598.77,M172571857,0,0,0,0
9,CASH_OUT,34643.05,C2114179521,0,0,C1383963902,235653.82,270296.87,0,0
38,CASH_OUT,37631.83,C231054373,11205,0,C573026411,566235.73,603867.56,0,0
10,PAYMENT,13620.51,C1242861668,0,0,M1403486008,0,0,0,0
16,PAYMENT,11300.88,C1881504348,6439,0,M146906015,0,0,0,0
10,CASH_OUT,94326.38,C26709741,0,0,C382003886,1094859.36,1570192.56,0,0
43,PAYMENT,34429.6,C48364058,0,0,M1089761594,0,0,0,0
37,CASH_OUT,306908.86,C325784473,19345,0,C1142773057,1536493.51,1843402.37,0,0
20,CASH_OUT,125615.69,C795753666,10752,0,C304783666,1143743.58,1269359.27,0,0
11,TRANSFER,252806.41,C1010628731,0,0,C1441950301,4096600.93,4043737.63,0,0
20,CASH_OUT,124172.92,C1792887255,30278,0,C621621408,285913.04,121450.44,0,0
15,CASH_OUT,206817.27,C717527731,0,0,C1736925105,350450.77,351015.42,0,0
12,CASH_OUT,32433.92,C1343792731,0,0,C1396794397,237480.85,523156.77,0,0
39,TRANSFER,292507.36,C1761632916,0,0,C530512314,1186226.86,1594614.96,0,0
12,CASH_IN,80674.63,C600283930,4287217.8,4367892.43,C1309225797,3266985.76,3583523.47,0,0
12,PAYMENT,9438.33,C530336616,396905.87,387467.54,M1060525946,0,0,0,0
40,CASH_OUT,82828.71,C181691537,0,0,C2006081398,21392284.89,21475113.6,0,0
39,PAYMENT,11498.71,C341379499,44329,32830.29,M724979468,0,0,0,0
37,CASH_IN,146569.61,C643105327,155,146724.61,C263699953,519838.91,373269.3,0,0
9,CASH_OUT,424618.32,C779816440,0,0,C395252462,1368647.93,2092420.9,0,0
21,CASH_OUT,330.25,C815332475,0,0,C490060869,259677.92,260008.17,0,0
8,TRANSFER,293215.24,C2080598145,0,0,C1373172466,4927607.2,5326469.1,0,0
37,CASH_OUT,156449.1,C267213129,0,0,C25452031,991884.85,1673616.11,0,0
39,PAYMENT,3468.33,C1136478082,10901,7432.67,M758665930,0,0,0,0
43,CASH_IN,114268.43,C1803902824,15373,129641.43,C1356234034,1423.01,0,0,0
33,CASH_IN,215094.63,C1636357786,4474616.68,4689711.31,C1124297167,2188099.95,1973005.32,0,0
39,CASH_OUT,44486.17,C1067468006,266087,221600.83,C359378422,0,44486.17,0,0
18,PAYMENT,9665.27,C333315392,81534.93,71869.65,M1580280325,0,0,0,0
42,CASH_OUT,449902.28,C1730404898,203407,0,C85206371,487428.44,937330.72,0,0
19,PAYMENT,15148.67,C157855604,306618,291469.33,M41506390,0,0,0,0
20,CASH_IN,66956.8,C1479542149,1537.29,68494.1,C874151006,460671.82,319345.74,0,0
41,CASH_IN,50113.56,C318767450,3941845.22,3991958.78,C812377986,2976404.19,2926290.63,0,0
21,PAYMENT,2821.47,C890732046,0,0,M247108081,0,0,0,0
37,PAYMENT,2881.11,C71027297,143919.54,141038.43,M1239516876,0,0,0,0
10,CASH_IN,375863.66,C1659988648,1015538.74,1391402.4,C895921835,1885017.1,606627.67,0,0
18,CASH_IN,16701.04,C1917661491,101996,118697.04,C1613943234,9617,0,0,0
33,PAYMENT,3492.74,C1773769868,10389,6896.26,M1228240154,0,0,0,0
10,PAYMENT,7211.62,C822066241,407190.85,399979.22,M811103197,0,0,0,0
45,TRANSFER,705974.19,C136307450,0,0,C282676377,816608.1,1273968.95,0,0
44,CASH_IN,114980.76,C26917570,3561380.54,3676361.3,C1251935072,2391542.42,2276561.66,0,0
12,CASH_OUT,723496.63,C847893479,1175,0,C953732052,410974.08,1134470.71,0,0
18,PAYMENT,11898.35,C404859223,4593,0,M1600491699,0,0,0,0
46,PAYMENT,14349.3,C636670329,268,0,M785103793,0,0,0,0
11,PAYMENT,6230.1,C205097360,53235,47004.9,M1862884556,0,0,0,0
18,TRANSFER,346139.73,C2039563955,0,0,C65353523,1165010.8,2951377.61,0,0
42,CASH_OUT,190941.4,C448769099,0,0,C183389809,4695594.18,4886535.58,0,0
42,CASH_OUT,15589.6,C567507241,0,0,C1183266411,13207744.76,13223334.36,0,0
2,CASH_OUT,48183.1,C728746911,120039.86,71856.76,C1023714065,1412484.09,1791001.63,0,0
20,TRANSFER,46703.71,C455619959,0,0,C348631927,6519854.26,6566557.97,0,0
35,PAYMENT,5993.32,C1217829668,0,0,M944242224,0,0,0,0
11,TRANSFER,2428944.46,C899913048,200722,0,C926721867,1528130.45,5372098.74,0,0
43,CASH_OUT,244692.64,C396791728,0,0,C27726123,1148943.92,1393636.56,0,0
43,PAYMENT,8797.81,C1475385605,0,0,M1003023837,0,0,0,0
13,CASH_IN,491536.11,C285894691,3402729.17,3894265.28,C2101660307,2042254.52,1618990.04,0,0
46,PAYMENT,4588.47,C1486068444,101250.39,96661.91,M1965884825,0,0,0,0
17,CASH_OUT,148764.55,C1583844047,42380.48,0,C1243649164,0,148764.55,0,0
9,DEBIT,767.58,C664210385,36105,35337.42,C808277741,27698,355393.32,0,0
20,PAYMENT,4833.81,C1430534426,157772,152938.19,M1106212959,0,0,0,0
94,TRANSFER,651217.53,C941773147,0,0,C811553784,904966.25,1556183.77,0,0
11,CASH_IN,200107.42,C1542648931,1829294.42,2029401.85,C7313260,985447.33,465159.7,0,0
1,TRANSFER,348186.2,C706665172,0,0,C306206744,774212.55,3554299.27,0,0
12,CASH_IN,227852.38,C88223719,1411842.46,1639694.84,C1268508281,4686889.29,4809564.52,0,0
17,PAYMENT,9633.23,C448435841,0,0,M1516583606,0,0,0,0
44,TRANSFER,418726.49,C9720582,0,0,C1543400839,3043755.37,3462481.85,0,0
38,PAYMENT,9681.95,C771037023,0,0,M1535581285,0,0,0,0
9,CASH_OUT,102765.72,C400139886,0,0,C2023077528,0,105481.01,0,0
10,PAYMENT,5657.36,C1899459425,1461,0,M204542156,0,0,0,0
20,CASH_OUT,81117.77,C148670296,0,0,C1491824127,253835.23,334953,0,0
22,CASH_OUT,26656.26,C357072390,19103,0,C268975095,511742.49,538398.75,0,0
11,CASH_OUT,49011.5,C1741307521,0,0,C2063239007,56091.47,292744.22,0,0
19,PAYMENT,414.73,C2464781,11204,10789.27,M1319138758,0,0,0,0
7,CASH_IN,85912.14,C1806402192,4987554.06,5073466.2,C382431057,96524.69,10612.55,0,0
36,CASH_OUT,206740.55,C407673579,0,0,C668744045,264748.32,471488.88,0,0
18,PAYMENT,19857.4,C328226613,0,0,M1808335952,0,0,0,0
11,CASH_OUT,84061.73,C643414248,0,0,C1225152713,1008161.71,1553659.91,0,0
18,TRANSFER,1412440,C442161580,0,0,C872592585,2439645.9,3759116.04,0,0
20,CASH_IN,22129.14,C776790096,41315,63444.14,C1560776719,158313.14,136184,0,0
16,CASH_OUT,428610.56,C1167411755,21188,0,C847395122,30571,896886.84,0,0
38,CASH_OUT,171669.87,C167864005,112959,0,C1989575756,0,171669.87,0,0
36,PAYMENT,7793.93,C1476693258,22607.85,14813.92,M1456369606,0,0,0,0
11,CASH_OUT,873783.27,C1504379557,5479,0,C291500667,0,873783.27,0,0
18,PAYMENT,22240.23,C1489627702,0,0,M301818738,0,0,0,0
23,CASH_OUT,235526.73,C1357448543,0,0,C82301410,543403.99,778930.72,0,0
37,PAYMENT,17136.26,C208150895,230359,213222.74,M939390760,0,0,0,0
14,CASH_OUT,607488.87,C1310837227,0,0,C345229207,1611118.88,3399101.82,0,0
44,CASH_OUT,26770.39,C649853334,0,0,C2104809432,4377624.56,4404394.95,0,0
42,CASH_OUT,212904.96,C1241128700,69515,0,C1203540384,224282.26,437187.23,0,0
35,CASH_OUT,92847.84,C346855088,0,0,C883625445,191831.11,284678.94,0,0
11,PAYMENT,922.85,C189515615,35213.01,34290.15,M1477852797,0,0,0,0
36,CASH_OUT,191529.16,C53286924,0,0,C113096815,545599.43,737128.59,0,0
18,CASH_IN,57354.42,C1019803723,60,57414.42,C307875052,23372.11,0,0,0
35,PAYMENT,35583.3,C555043250,0,0,M502606310,0,0,0,0
34,CASH_OUT,291950.21,C1534794840,136598.27,0,C425415968,3674969.32,3966919.54,0,0
15,PAYMENT,2687.59,C1499377898,0,0,M668908803,0,0,0,0
9,CASH_OUT,18241.47,C677842236,1771939.5,1753698.04,C205863299,20182,1688687.9,0,0
11,CASH_IN,532830.49,C1623680530,814263.94,1347094.43,C33712880,7343246.53,6618349.26,0,0
8,PAYMENT,7173.9,C1138575135,59618.43,52444.53,M1424088218,0,0,0,0
21,TRANSFER,444594.02,C352527922,0,0,C1177873212,453309.1,897903.12,0,0
41,CASH_OUT,152912.89,C803796703,0,0,C1132568435,1309207.15,1462120.03,0,0
11,TRANSFER,319797.87,C1774376844,0,0,C302155142,1100657.8,1420455.67,0,0
18,CASH_OUT,43788.81,C504669632,0,0,C784892583,786460.73,830249.54,0,0
33,CASH_OUT,271690.29,C81621625,0,0,C530010244,712346.12,984036.4,0,0
23,CASH_OUT,42661.37,C1448761539,130,0,C1149353176,237408.19,280069.56,0,0
8,CASH_IN,227012.55,C1443917039,569590.41,796602.96,C1793325972,1241364.48,6311356.92,0,0
48,PAYMENT,855.02,C780671808,12089,11233.98,M1447021009,0,0,0,0
44,CASH_IN,187525.2,C1718386535,56838,244363.2,C556638895,310.81,0,0,0
20,CASH_IN,271232.61,C1126936615,14088062.57,14359295.18,C1251218116,4992367.8,4937504.1,0,0
14,CASH_IN,323537.2,C2140329009,12161,335698.2,C124017533,106896.12,400388.84,0,0
14,CASH_OUT,170374.92,C1374401670,268,0,C1876295118,1661944.5,541870.53,0,0
39,PAYMENT,14815.59,C1726761991,0,0,M495600976,0,0,0,0
37,PAYMENT,53601.61,C826259640,52544,0,M1329815674,0,0,0,0
15,PAYMENT,1190.96,C2097719922,9581,8390.04,M40697361,0,0,0,0
40,TRANSFER,449976.13,C1135278347,0,0,C801789069,1373942.28,1823918.41,0,0
39,CASH_OUT,256478,C771896501,0,0,C786567882,491223.78,747701.78,0,0
18,PAYMENT,2185.05,C314213470,107307,105121.95,M27412663,0,0,0,0
47,PAYMENT,7973.84,C342199942,90329,82355.16,M593513849,0,0,0,0
14,CASH_OUT,27163.91,C1528577847,137209,110045.09,C1879029586,67599.35,1380299.22,0,0
43,CASH_IN,422235.08,C162196627,5034926.49,5457161.57,C256516555,7919937.14,7855134.09,0,0
43,CASH_IN,179059.34,C1227330808,726554.17,905613.51,C253718157,313416.27,134356.93,0,0
46,CASH_OUT,188166.38,C2004484710,10208,0,C915838547,12086953.38,12345309.63,0,0
17,CASH_OUT,378150,C8556434,33341.99,0,C1204856856,464352.57,1280532.88,0,0
13,PAYMENT,1296.4,C222927175,0,0,M432032862,0,0,0,0
42,CASH_OUT,95516.46,C1986432773,6814,0,C624111400,4947737.29,5043253.76,0,0
36,PAYMENT,11989.83,C1310505628,203610.22,191620.39,M115322635,0,0,0,0
9,CASH_OUT,19541.57,C2114124729,0,0,C1465718273,285571.26,305112.83,0,0
14,PAYMENT,6429.76,C1918034091,0,0,M671992209,0,0,0,0
94,CASH_OUT,403652.28,C368369081,8212.26,0,C537007154,3403809.88,3807462.16,0,0
14,PAYMENT,11066.27,C346986686,11854,787.73,M304995455,0,0,0,0
20,CASH_IN,136219.74,C2043579550,2552861.09,2689080.83,C1809042185,2098878.85,1962659.11,0,0
38,PAYMENT,3855.2,C1615375356,0,0,M626609945,0,0,0,0
19,CASH_OUT,38749.18,C999729435,403500,364750.82,C2050438922,1395755.27,1434504.45,0,0
18,CASH_IN,24470.93,C1803826870,6403969.95,6428440.88,C1551988555,2622366.15,2645093.79,0,0
42,CASH_IN,76229.54,C839762976,12202,88431.54,C1910049600,0,0,0,0
19,TRANSFER,2249112.55,C1952376111,55832.6,0,C991633018,2519473.66,4768586.2,0,0
11,CASH_OUT,228200.39,C170635678,50322,0,C1347324294,0,345111.15,0,0
33,PAYMENT,13428.62,C105309629,0,0,M124376528,0,0,0,0
12,PAYMENT,22020.7,C622384499,0,0,M484771764,0,0,0,0
48,PAYMENT,2919.58,C1011294824,18843,15923.42,M2016404109,0,0,0,0
42,PAYMENT,9575.47,C7647336,0,0,M1274928500,0,0,0,0
12,CASH_OUT,175701.87,C2096835549,0,0,C2113587938,190131.72,365833.59,0,0
36,CASH_IN,451895.45,C1867980415,22694,474589.45,C1300423782,731714.54,279819.08,0,0
19,CASH_OUT,75385.26,C2078307040,51211,0,C1750787180,587382,620993.04,0,0
47,PAYMENT,24704.15,C548222274,0,0,M379493664,0,0,0,0
33,PAYMENT,4518.7,C1818184762,51650,47131.3,M62152977,0,0,0,0
39,CASH_OUT,122712.61,C1863593878,106764,0,C1528067001,70113.99,192826.6,0,0
47,CASH_IN,305463.27,C37766153,14199739.88,14505203.16,C817532272,449018.93,143555.65,0,0
22,CASH_OUT,403891.95,C1022978885,0,0,C771878336,2597422.83,3001314.78,0,0
11,CASH_OUT,88301.68,C2076476809,0,0,C1492447540,1295151.75,1659531.54,0,0
19,CASH_OUT,131272.38,C925388850,319457,188184.62,C1237444080,311676,335296.19,0,0
44,CASH_IN,146787.91,C407544651,15699,162486.91,C159698464,0,0,0,0
42,PAYMENT,2021.2,C711396321,14599,12577.8,M354087508,0,0,0,0
13,CASH_OUT,117394.34,C589681754,0,0,C138038456,481089.1,598483.44,0,0
42,PAYMENT,7125.28,C2001881344,110414.24,103288.95,M1009447398,0,0,0,0
9,TRANSFER,182480.42,C437062424,30378,0,C2027980651,29129.92,483611.73,0,0
17,PAYMENT,1198.59,C154121165,69109.84,67911.25,M103984802,0,0,0,0
42,CASH_IN,138666.43,C975432400,5130,143796.43,C1918185342,95397.03,0,0,0
17,CASH_IN,46189.74,C741080587,16112,62301.74,C1585339195,0,0,0,0
39,TRANSFER,714883.19,C1417755733,0,0,C1137371968,12669093.69,13383976.88,0,0
43,CASH_IN,152944.53,C1713402133,206585,359529.53,C51868642,586294.57,433350.04,0,0
9,CASH_OUT,3805.61,C996747150,18881,15075.39,C413637655,11857,0,0,0
43,CASH_OUT,139307.35,C1249021954,0,0,C425875794,462070.74,601378.09,0,0
40,PAYMENT,0.5,C883593792,12774,12773.5,M439552290,0,0,0,0
41,TRANSFER,112994.83,C1939185738,20750,0,C567577717,1353317.77,1466312.6,0,0
16,CASH_OUT,9519.55,C1415284256,265523.31,256003.76,C1483309336,24589,0,0,0
15,PAYMENT,12874.64,C1247628332,108023.55,95148.91,M1754129226,0,0,0,0
44,CASH_IN,109088.58,C754960540,3243802.67,3352891.25,C1996085545,1514721.02,1405632.44,0,0
22,PAYMENT,7897.97,C766299681,0,0,M410278081,0,0,0,0
20,PAYMENT,34.72,C1569500761,0,0,M670323089,0,0,0,0
1,CASH_IN,229982.47,C24334184,5927754.53,6157737,C564160838,1727562.92,1254956.07,0,0
15,CASH_IN,21543.15,C1849727068,3970713.34,3992256.49,C1625671540,549390.27,527847.12,0,0
41,CASH_IN,234790.55,C236994026,10462,245252.55,C545374823,4325895.38,4091104.82,0,0
12,TRANSFER,356065.91,C601381280,30108,0,C1978557426,7676630.63,8032696.54,0,0
22,TRANSFER,726743.93,C1130207822,0,0,C1662598502,1084273.88,1811017.81,0,0
40,CASH_OUT,424730.18,C1662096178,25233,0,C1021863543,841972.44,1266702.62,0,0
40,CASH_OUT,93061.68,C1609938480,0,0,C104471317,2957878.17,3050939.85,0,0
40,CASH_OUT,68666.39,C1810221718,0,0,C853327891,272180.94,340847.33,0,0
34,CASH_IN,208285.64,C1723980287,48289,256574.64,C1865921084,0,0,0,0
5,CASH_OUT,135550.07,C2126842086,0,0,C1870252780,6434071.39,8598427.92,0,0
15,CASH_OUT,25050.31,C1793842268,39493,14442.69,C1266363808,107739.19,132789.5,0,0
48,CASH_OUT,393246.15,C1572665180,0,0,C203309430,1369710.29,1762956.44,0,0
46,TRANSFER,101398.27,C1305794353,0,0,C1133609913,325047.93,426446.21,0,0
13,PAYMENT,1389.63,C1689881842,800336.4,798946.77,M1238834103,0,0,0,0
35,PAYMENT,13178.92,C1831384629,0,0,M1512366876,0,0,0,0
17,PAYMENT,7364.75,C827414089,12740,5375.25,M743793457,0,0,0,0
15,PAYMENT,1982.27,C1795393735,0,0,M929800300,0,0,0,0
11,CASH_IN,135595.55,C141800459,19043542.78,19179138.33,C328216948,1920757.86,1785162.31,0,0
14,CASH_OUT,422591.24,C958927108,0,0,C2108171676,1503149.85,1667448.04,0,0
8,CASH_IN,78356.2,C1010528439,24763,103119.2,C70871312,3358,0,0,0
39,CASH_OUT,174468.17,C2037425745,59696,0,C26097518,10132.88,351314.29,0,0
36,TRANSFER,312768.15,C213293123,0,0,C815125169,1925128.06,2237896.2,0,0
44,CASH_OUT,433938.74,C2118884824,0,0,C1377356584,1639778.2,2118444.63,0,0
16,TRANSFER,311112.92,C1182934541,0,0,C346361195,2448913.17,2760026.09,0,0
16,CASH_OUT,201170,C967064782,26363,0,C749672494,4308529.12,5748354.04,0,0
9,PAYMENT,3512.07,C1562994304,5467,1954.93,M1081926148,0,0,0,0
46,CASH_OUT,141517.62,C360125479,21561,0,C1282890849,79927.27,221444.88,0,0
43,CASH_OUT,173683.21,C1483274407,8144,0,C1518651015,0,173683.21,0,0
44,CASH_IN,101377.69,C848979609,11160091.41,11261469.1,C1655319292,374326.74,272949.05,0,0
21,CASH_OUT,66175.04,C1426598623,33274,0,C104622051,267921,334096.04,0,0
11,CASH_IN,526392.41,C1140899466,11049,537441.41,C1360670846,871523.39,345130.98,0,0
18,CASH_OUT,117068.38,C967258596,0,0,C1654125234,658956.23,776024.61,0,0
35,CASH_OUT,231244.89,C1426367066,0,0,C1067154864,312169.9,543414.79,0,0
16,PAYMENT,15042.34,C1737860960,360568.43,345526.09,M191016870,0,0,0,0
44,PAYMENT,6521.01,C1830799799,27018.2,20497.19,M1346693235,0,0,0,0
1,PAYMENT,8309.52,C156199931,252542.6,244233.08,M878991463,0,0,0,0
39,CASH_IN,61338.68,C2132240010,957607.61,1018946.29,C2131613042,1395073.4,1333734.72,0,0
20,TRANSFER,406806.99,C1015812396,0,0,C1144793327,878440.08,1285247.07,0,0
11,PAYMENT,5838.28,C85225866,127507.4,121669.12,M1640413116,0,0,0,0
47,CASH_OUT,6762.26,C368975019,0,0,C1292958338,107332.41,114094.67,0,0
11,DEBIT,2985.94,C1523657428,10893,7907.06,C641763646,3629441.03,3632426.97,0,0
39,PAYMENT,15335.19,C272415295,13485,0,M808484899,0,0,0,0
17,PAYMENT,7884.81,C456425246,39118.99,31234.18,M1552690228,0,0,0,0
12,PAYMENT,4143.32,C947191562,581084.52,576941.21,M1004235586,0,0,0,0
23,PAYMENT,13350.13,C951889392,131132,117781.87,M1209833521,0,0,0,0
20,CASH_OUT,99990.33,C1424998941,31832,0,C458179295,0,99990.33,0,0
14,CASH_IN,214021.41,C189259760,167394,381415.41,C732398219,3732894.97,3518873.56,0,0
41,CASH_OUT,293084.16,C326926658,19423,0,C27410286,0,293084.16,0,0
37,CASH_OUT,303823.61,C2025662048,89151,0,C1958722311,1926085.67,2229909.28,0,0
14,PAYMENT,2484.74,C1966189524,39820,37335.26,M1791591838,0,0,0,0
13,CASH_OUT,575950.88,C16676842,0,0,C227076444,2799722.63,3375673.51,0,0
37,PAYMENT,16051.34,C1688928301,0,0,M1368931053,0,0,0,0
44,PAYMENT,605.32,C2127792584,0,0,M45161174,0,0,0,0
36,CASH_IN,8408.32,C278079727,104252,112660.32,C1347739385,2036039.8,2027631.49,0,0
11,PAYMENT,3491.56,C344723824,0,0,M1924882708,0,0,0,0
41,PAYMENT,7715.43,C912113241,117486.49,109771.05,M1289636640,0,0,0,0
9,CASH_OUT,255814.47,C52880437,19381,0,C2137460219,0,146486.21,0,0
14,CASH_IN,290911.85,C1137222491,16728,307639.85,C385963502,903440.94,1028776.62,0,0
19,CASH_IN,248191.31,C1914316016,1022700.25,1270891.57,C1271864734,497953.72,26691.66,0,0
14,PAYMENT,22095.01,C588997173,0,0,M688812283,0,0,0,0
37,CASH_OUT,220550.98,C1366252837,0,0,C586176303,16559320.36,16779871.34,0,0
42,PAYMENT,3896.87,C51846127,422888.69,418991.82,M800071232,0,0,0,0
43,PAYMENT,1628.28,C1766436437,0,0,M121725022,0,0,0,0
39,CASH_IN,262149.49,C1277744739,2597068.72,2859218.21,C33558375,2360197.8,2098048.31,0,0
12,CASH_OUT,47705.49,C1140014364,0,0,C240779865,2692442.42,2510026.44,0,0
19,PAYMENT,17231.4,C856145435,106477,89245.6,M591948538,0,0,0,0
16,PAYMENT,4584,C1257849297,0,0,M1528664650,0,0,0,0
21,CASH_OUT,132074.77,C50924212,0,0,C520322536,183145.45,494278.29,0,0
13,CASH_IN,225286.98,C812700394,3220368.79,3445655.77,C1765218517,369067.28,143780.3,0,0
13,CASH_OUT,514683.44,C576669996,20440,0,C228669487,127370.27,642053.71,0,0
44,CASH_IN,35977.57,C1103041692,9903,45880.57,C1547791096,59490,0,0,0
20,TRANSFER,262391.11,C596091922,152727,0,C1736940865,102083.96,558845.98,0,0
36,CASH_OUT,70317.49,C525426841,0,0,C486819541,134511.5,0,0,0
40,CASH_OUT,184210.26,C1334680574,319025,134814.74,C229401089,40640,0,0,0
12,CASH_OUT,237637.89,C756015079,22039,0,C920797062,763917.53,1566216.26,0,0
34,CASH_IN,340393.5,C1193206297,342387.62,682781.12,C1470362374,1426178.34,762176.36,0,0
11,CASH_OUT,146664.22,C2138867373,0,0,C1068824137,1600669.22,4677029.53,0,0
8,CASH_OUT,448607.94,C1301151737,518587,69979.06,C830615916,0,354477.8,0,0
39,CASH_OUT,88687.13,C1104659505,15982,0,C2099151059,2069062.23,2157749.36,0,0
17,CASH_IN,246450.17,C1541281400,52269,298719.17,C904776956,2237277.51,1990827.34,0,0
34,CASH_IN,48245.76,C1009380921,289,48534.76,C338593088,0,0,0,0
17,CASH_OUT,290590.23,C488021462,0,0,C929103193,1352223.19,1642813.42,0,0
95,CASH_OUT,167689.61,C430311879,0,0,C1537649620,192636.93,360326.55,0,0
36,CASH_OUT,127269.19,C1353605819,10747,0,C1780110175,49551.92,205852.99,0,0
14,CASH_OUT,337076.74,C1590752334,80554,0,C1723451287,1370749.88,2305681.7,0,0
20,PAYMENT,7430.76,C1100769717,21079.46,13648.7,M1453434105,0,0,0,0
40,CASH_IN,46690.3,C243623259,186578,233268.3,C1550909594,0,0,0,0
39,CASH_OUT,33366.08,C1176060695,322,0,C1667890031,446390.47,479756.55,0,0
40,CASH_OUT,18996.56,C107359508,0,0,C607938937,4552638.3,4571634.86,0,0
15,PAYMENT,19378.67,C676224433,199389,180010.33,M363444523,0,0,0,0
13,PAYMENT,17075.79,C1472640623,2882250.54,2865174.75,M80923677,0,0,0,0
37,PAYMENT,43643.07,C774913877,72707,29063.93,M1531426987,0,0,0,0
43,CASH_OUT,79580.36,C186316454,746,0,C210969151,75946.68,155527.04,0,0
